==6742== NVPROF is profiling process 6742, command: python train.py --num-epochs=1 --train-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/vggface2_train_182 --valid-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/lfw_mtcnnpy_182 --train-csv-name datasets/train_small.csv -
==6742== Profiling application: python train.py --num-epochs=1 --train-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/vggface2_train_182 --valid-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/lfw_mtcnnpy_182 --train-csv-name datasets/train_small.csv -
==6742== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"API calls",0.138945,0.089109,16056,0.005549,0.002287,4.703750,"cudaEventCreate"
"API calls",0.073893,0.047389,6600,0.007180,0.001916,2.803827,"cudaBindTexture"
"API calls",0.072942,0.046779,163,0.286988,0.009902,2.991578,"cudaMalloc"
"API calls",0.064996,0.041683,224,0.186084,0.012314,9.561057,"cudaMemcpy"
"API calls",0.050256,0.032230,16056,0.002007,0.001206,0.093179,"cudaEventDestroy"
"API calls",0.020836,0.013363,6600,0.002024,0.000523,0.018968,"cudaUnbindTexture"
"API calls",0.018634,0.011951,4731,0.002526,0.000542,0.765619,"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags"
"API calls",0.017017,0.010913,676,0.016143,0.000430,6.490244,"cudaFuncSetAttribute"
"API calls",0.014859,0.009529,2331,0.004088,0.002380,0.037650,"cudaEventQuery"
"API calls",0.014789,0.009485,1413,0.006712,0.002479,0.047373,"cudaFuncGetAttributes"
"API calls",0.003848,0.002468,2906,0.000849,0.000261,0.018260,"cudaDeviceGetAttribute"
"API calls",0.003625,0.002325,2,1.162430,0.172850,2.152011,"cudaHostAlloc"
"API calls",0.001151,0.000738,1884,0.000391,0.000107,0.012853,"cudaPeekAtLastError"
"API calls",0.000715,0.000459,8,0.057355,0.003117,0.413767,"cudaStreamCreateWithPriority"
"API calls",0.000466,0.000299,16,0.018673,0.003053,0.156672,"cudaStreamCreateWithFlags"
"API calls",0.000207,0.000132,88,0.001505,0.000481,0.007412,"cudaEventCreateWithFlags"
"API calls",0.000034,0.000022,14,0.001563,0.000532,0.003450,"cudaFree"
"API calls",0.000013,0.000008,2,0.004050,0.002697,0.005403,"cudaHostGetDevicePointer"
"API calls",0.000007,0.000004,2,0.002115,0.001890,0.002340,"cudaDeviceGetStreamPriorityRange"
"API calls",0.000004,0.000003,3,0.000861,0.000620,0.001278,"cudaGetDeviceCount"
