load ./log/checkpoint_epoch100.pth
================================================================================
Epoch [101/300]
Test time : 69.6158230304718 s
i,	,y,	p
6008 0.0 0.2783905
6009 0.0 0.7697106
6010 0.0 1.7670625
6011 0.0 1.0115781
6012 0.0 0.64411265
6013 0.0 1.5915083
6014 0.0 1.1689944
6015 0.0 1.0089808
6016 1.0 0.8188735
6017 1.0 1.0138301
6018 1.0 0.42359155
6019 1.0 0.63378567
6020 1.0 0.25719067
6021 1.0 0.24103741
6022 1.0 0.47516263
6023 1.0 0.22496668
6024 1.0 0.76876414
6025 1.0 0.7067574
6026 1.0 0.44874012
6027 1.0 0.33722103
6028 1.0 0.5130314
6029 1.0 0.47340125
6030 1.0 0.26386252
6031 1.0 0.77432626
6032 1.0 0.6617569
6033 1.0 0.96698755
6034 1.0 0.28962666
6035 1.0 0.2078051
6036 1.0 1.1401511
6037 1.0 0.31600747
6038 1.0 0.18765523
6039 1.0 0.3962866
6040 1.0 0.5535315
6041 1.0 0.26663148
6042 1.0 0.34959427
6043 1.0 0.92917407
6044 1.0 0.6129821
6045 1.0 0.4421921
6046 1.0 0.34518638
6047 1.0 0.36702362
6048 1.0 0.31308383
6049 1.0 0.3503602
6050 1.0 0.4507568
6051 1.0 0.60593116
6052 1.0 0.81559145
6053 1.0 0.52169037
6054 1.0 0.6442673
6055 1.0 0.5477571
6056 1.0 0.25960088
6057 1.0 0.36165765
6058 1.0 0.64594245
6059 1.0 0.3829952
6060 1.0 0.40063265
6061 1.0 0.49594957
6062 1.0 0.748592
6063 1.0 0.747603
6064 1.0 0.6517273
6065 1.0 0.5098216
6066 1.0 0.54646295
6067 1.0 0.80088305
6068 1.0 0.6439685
6069 1.0 0.41072014
6070 1.0 0.18647437
6071 1.0 0.48928127
6072 1.0 0.7026432
6073 1.0 0.5070238
6074 1.0 0.81071925
6075 1.0 0.22520776
6076 1.0 0.4743484
6077 1.0 0.48721635
6078 1.0 1.0535407
6079 1.0 1.151356
6080 0.0 0.36701104
6081 0.0 0.60518533
6082 0.0 0.48096883
6083 0.0 0.6840414
6084 0.0 0.5994897
6085 0.0 0.75509757
6086 0.0 0.5284784
6087 0.0 1.0928761
6088 0.0 0.65462786
6089 0.0 1.0751123
6090 0.0 0.7650173
6091 0.0 0.875373
6092 0.0 0.46556118
6093 0.0 0.60516536
6094 0.0 0.73618144
6095 0.0 1.2884604
6096 0.0 0.7995038
6097 0.0 0.6539352
6098 0.0 0.47306392
6099 0.0 1.1535534
6100 0.0 0.5697558
6101 0.0 1.4327517
6102 0.0 0.53575426
6103 0.0 0.62987846
6104 0.0 0.80049384
6105 0.0 0.92680603
6106 0.0 0.5904387
6107 0.0 0.8839174
6108 0.0 0.34577456
6109 0.0 0.5991066
6110 0.0 0.7781179
6111 0.0 0.3815773
6112 0.0 1.0402774
6113 0.0 1.1858213
6114 0.0 0.96417993
6115 0.0 0.6816944
6116 0.0 0.39993903
6117 0.0 0.51997024
6118 0.0 1.1852221
6119 0.0 0.5398593
6120 0.0 0.7130333
6121 0.0 0.862237
6122 0.0 0.9651852
6123 0.0 0.71623135
6124 0.0 0.6628545
6125 0.0 0.5380628
6126 0.0 0.50283325
6127 0.0 0.4354514
6128 0.0 0.5652531
6129 0.0 0.9118695
6130 0.0 0.9892453
6131 0.0 1.1685898
6132 0.0 0.5720969
6133 0.0 0.4584013
6134 0.0 0.3390024
6135 0.0 0.5342565
6136 0.0 1.2843009
6137 0.0 1.2056208
6138 0.0 0.7492467
6139 0.0 0.87211365
6140 0.0 1.6607943
6141 0.0 0.9995913
6142 0.0 0.523363
6143 0.0 0.6871655
6144 1.0 1.0755248
6145 1.0 0.50517714
6146 1.0 0.2541934
6147 1.0 0.37556082
6148 1.0 0.5330859
6149 1.0 0.45642677
6150 1.0 0.6352079
6151 1.0 0.85950977
6152 1.0 0.5494187
6153 1.0 0.82867324
6154 1.0 1.1582073
6155 1.0 0.4432868
6156 1.0 0.51712316
6157 1.0 0.3314436
6158 1.0 1.064698
6159 1.0 0.6292493
6160 1.0 0.7563265
6161 1.0 1.1044577
6162 1.0 0.56632996
6163 1.0 0.7063988
6164 1.0 0.4612602
6165 1.0 0.8120607
6166 1.0 1.1361998
6167 1.0 0.38422957
6168 1.0 0.73138136
6169 1.0 0.13403285
6170 1.0 0.8279985
6171 1.0 1.0842823
6172 1.0 0.8279995
6173 1.0 0.29823473
6174 1.0 0.40372345
6175 1.0 0.23298931
6176 1.0 0.8696272
6177 1.0 0.472455
6178 1.0 0.43201795
6179 1.0 0.66780233
6180 1.0 0.42126474
6181 1.0 0.5192215
6182 1.0 0.43540776
6183 1.0 0.7425833
6184 1.0 0.2954675
6185 1.0 0.28962865
6186 1.0 1.0254186
6187 1.0 0.25984448
6188 1.0 0.428374
6189 1.0 0.5143855
6190 1.0 0.43540776
6191 1.0 0.53749543
6192 1.0 1.3462602
6193 1.0 0.26663148
6194 1.0 0.45940113
6195 1.0 0.23168096
6196 1.0 0.42143917
6197 1.0 0.30237028
6198 1.0 0.7067585
6199 1.0 0.612036
6200 1.0 0.6910407
6201 1.0 0.8638115
6202 1.0 1.3272848
6203 1.0 0.28700113
6204 1.0 0.8570916
6205 1.0 1.0005023
6206 1.0 0.21367165
6207 1.0 0.3940919
6208 0.0 0.8532208
6209 0.0 0.7970298
6210 0.0 1.2665802
6211 0.0 0.7277196
6212 0.0 0.95367444
6213 0.0 1.1394969
6214 0.0 1.2417413
6215 0.0 0.535468
6216 0.0 0.42929938
6217 0.0 0.64033294
6218 0.0 0.92810434
6219 0.0 1.5402253
6220 0.0 1.3370585
6221 0.0 0.50775945
6222 0.0 0.6242193
6223 0.0 0.7966055
6224 0.0 0.79987013
6225 0.0 1.3943542
6226 0.0 0.4432482
6227 0.0 1.0368289
6228 0.0 0.8252882
6229 0.0 0.71551406
6230 0.0 0.7669504
6231 0.0 0.90287334
6232 0.0 1.0842596
6233 0.0 1.2057319
6234 0.0 0.65079427
6235 0.0 0.5329262
6236 0.0 0.59204435
6237 0.0 0.7421904
6238 0.0 0.6777664
6239 0.0 0.63801426
6240 0.0 0.24605528
6241 0.0 1.1680354
6242 0.0 0.46030608
6243 0.0 0.50139
6244 0.0 0.84766525
6245 0.0 1.1288811
6246 0.0 0.8652179
6247 0.0 0.6513189
6248 0.0 0.9522045
6249 0.0 1.2966468
6250 0.0 0.25712848
6251 0.0 1.1142998
6252 0.0 1.3053211
6253 0.0 1.2309564
6254 0.0 0.36294174
6255 0.0 0.7773475
6256 0.0 0.48289976
6257 0.0 0.5628777
6258 0.0 0.69722843
6259 0.0 1.2832264
6260 0.0 0.48870832
6261 0.0 0.7524336
6262 0.0 0.5996183
6263 0.0 0.8816452
6264 0.0 0.66743547
6265 0.0 0.5360165
6266 0.0 1.3376197
6267 0.0 1.1424029
6268 0.0 1.0615284
6269 0.0 1.0005838
6270 0.0 0.5537825
6271 0.0 0.6510355
6272 1.0 0.3422596
6273 1.0 0.82114166
6274 1.0 0.5694539
6275 1.0 0.54840916
6276 1.0 0.9042476
6277 1.0 0.49733728
6278 1.0 0.6487116
6279 1.0 0.45136553
6280 1.0 0.42469937
6281 1.0 0.4103209
6282 1.0 0.47339335
6283 1.0 0.93474543
6284 1.0 0.6923249
6285 1.0 0.29442066
6286 1.0 0.6122924
6287 1.0 0.46022114
6288 1.0 0.2473142
6289 1.0 0.37724015
6290 1.0 0.32592773
6291 1.0 0.48639202
6292 1.0 0.38485605
6293 1.0 0.5989388
6294 1.0 0.3350839
6295 1.0 0.4848
6296 1.0 0.4741728
6297 1.0 0.7985058
6298 1.0 0.53171086
6299 1.0 0.524041
6300 1.0 0.26262075
6301 1.0 0.47898665
6302 1.0 0.6495087
6303 1.0 0.4027996
6304 1.0 0.18981995
6305 1.0 0.64550626
6306 1.0 0.524576
6307 1.0 0.24999763
6308 1.0 0.80880225
6309 1.0 0.6340716
6310 1.0 0.41630396
6311 1.0 0.34309542
6312 1.0 0.3581718
6313 1.0 0.48917118
6314 1.0 1.3911879
6315 1.0 0.51960963
6316 1.0 0.41408628
6317 1.0 0.3087663
6318 1.0 0.61289847
6319 1.0 0.88051844
6320 1.0 0.28962666
6321 1.0 0.27248147
6322 1.0 0.5901565
6323 1.0 0.3876485
6324 1.0 0.49739963
6325 1.0 0.86212254
6326 1.0 0.612901
6327 1.0 0.47116417
6328 1.0 1.3911883
6329 1.0 0.47340015
6330 1.0 0.3551385
6331 1.0 0.829862
6332 1.0 0.84056795
6333 1.0 0.33730137
6334 1.0 0.15246591
6335 1.0 0.6814377
6336 0.0 0.89270353
6337 0.0 0.82420355
6338 0.0 0.63566756
6339 0.0 1.0535947
6340 0.0 1.2902269
6341 0.0 0.92888063
6342 0.0 1.1580274
6343 0.0 0.6239263
6344 0.0 0.9440853
6345 0.0 1.2980814
6346 0.0 1.0567492
6347 0.0 0.45101988
6348 0.0 0.6483745
6349 0.0 0.6498534
6350 0.0 0.5760586
6351 0.0 0.5073553
6352 0.0 0.7904698
6353 0.0 0.6708685
6354 0.0 0.92069656
6355 0.0 0.7441867
6356 0.0 0.5171051
6357 0.0 0.8835264
6358 0.0 0.41153792
6359 0.0 0.31007355
6360 0.0 0.25834814
6361 0.0 1.243487
6362 0.0 0.81540203
6363 0.0 0.7059784
6364 0.0 0.98110163
6365 0.0 0.43592724
6366 0.0 1.6454946
6367 0.0 0.48677093
6368 0.0 0.8863733
6369 0.0 0.5490084
6370 0.0 1.0037792
6371 0.0 1.2587963
6372 0.0 0.6828437
6373 0.0 0.54114014
6374 0.0 1.4265946
6375 0.0 1.3045346
6376 0.0 1.1442921
6377 0.0 0.8733421
6378 0.0 1.2264991
6379 0.0 1.2270888
6380 0.0 0.8447902
6381 0.0 1.3862785
6382 0.0 0.4765018
6383 0.0 0.6097245
6384 0.0 1.1668078
6385 0.0 1.0854851
6386 0.0 1.051484
6387 0.0 0.61801106
6388 0.0 0.85854244
6389 0.0 1.3869282
6390 0.0 1.3419088
6391 0.0 1.3973767
6392 0.0 0.3549989
6393 0.0 0.5029006
6394 0.0 0.2969714
6395 0.0 0.6422291
6396 0.0 0.34248114
6397 0.0 0.58056885
6398 0.0 1.0924095
6399 0.0 1.1240758
6400 1.0 0.22537
6401 1.0 0.7716016
6402 1.0 0.58639455
6403 1.0 0.81043935
6404 1.0 0.49153998
6405 1.0 0.5686445
6406 1.0 0.666637
6407 1.0 0.42853156
6408 1.0 0.2377171
6409 1.0 0.22266209
6410 1.0 0.15856247
6411 1.0 0.5221316
6412 1.0 0.48917058
6413 1.0 0.9851889
6414 1.0 0.49740037
6415 1.0 0.3172139
6416 1.0 0.42376262
6417 1.0 0.37272272
6418 1.0 0.5337107
6419 1.0 0.6052898
6420 1.0 0.1622721
6421 1.0 0.43131456
6422 1.0 0.34462416
6423 1.0 0.3961728
6424 1.0 0.6973556
6425 1.0 0.56819606
6426 1.0 1.0552522
6427 1.0 0.4247735
6428 1.0 0.31308383
6429 1.0 0.182869
6430 1.0 0.19471076
6431 1.0 0.56355846
6432 1.0 0.36950332
6433 1.0 0.26245856
6434 1.0 0.9347445
6435 1.0 0.45512143
6436 1.0 0.3797908
6437 1.0 0.77625054
6438 1.0 0.7160158
6439 1.0 0.5466269
6440 1.0 0.42639455
6441 1.0 0.2353427
6442 1.0 0.27386364
6443 1.0 0.4764656
6444 1.0 0.48176438
6445 1.0 0.22068268
6446 1.0 0.124112695
6447 1.0 0.1554469
6448 1.0 0.3023114
6449 1.0 0.20814602
6450 1.0 0.34486184
6451 1.0 0.6682605
6452 1.0 0.9008177
6453 1.0 0.24654137
6454 1.0 0.5089423
6455 1.0 1.0213822
6456 1.0 0.53396744
6457 1.0 0.1839461
6458 1.0 0.3924154
6459 1.0 0.8141361
6460 1.0 0.55784124
6461 1.0 0.33722103
6462 1.0 0.63353914
6463 1.0 0.285032
6464 0.0 0.6314939
6465 0.0 0.76398903
6466 0.0 0.36382994
6467 0.0 0.62694633
6468 0.0 0.9670874
6469 0.0 0.21151905
6470 0.0 0.4058994
6471 0.0 1.226542
6472 0.0 0.49317166
6473 0.0 0.64966893
6474 0.0 1.212498
6475 0.0 0.50472
6476 0.0 1.3657732
6477 0.0 0.779504
6478 0.0 0.92519164
6479 0.0 0.38625506
6480 0.0 0.8036639
6481 0.0 0.85539037
6482 0.0 0.8046001
6483 0.0 0.82157433
6484 0.0 0.4625183
6485 0.0 0.77016145
6486 0.0 0.6116658
6487 0.0 0.91607267
6488 0.0 0.70275414
6489 0.0 1.3836303
6490 0.0 0.65585405
6491 0.0 0.6442714
6492 0.0 0.7870167
6493 0.0 0.16714244
6494 0.0 0.8073277
6495 0.0 0.6870961
6496 0.0 1.1467146
6497 0.0 1.3406453
6498 0.0 0.4574567
6499 0.0 1.0686315
6500 0.0 0.62785137
6501 0.0 0.7127642
6502 0.0 1.2197369
6503 0.0 0.6074054
6504 0.0 0.58180845
6505 0.0 0.51882684
6506 0.0 0.48699555
6507 0.0 0.8190323
6508 0.0 0.46590337
6509 0.0 0.99524283
6510 0.0 0.4811721
6511 0.0 0.4272483
6512 0.0 0.63044846
6513 0.0 0.31449974
6514 0.0 0.5638698
6515 0.0 0.9694886
6516 0.0 0.6314418
6517 0.0 0.90835184
6518 0.0 0.50987023
6519 0.0 1.0637403
6520 0.0 0.4737381
6521 0.0 1.1834799
6522 0.0 0.3658217
6523 0.0 0.32655695
6524 0.0 1.2368116
6525 0.0 0.7548101
6526 0.0 0.27335918
6527 0.0 0.37815276
6528 1.0 0.6016008
6529 1.0 0.71384484
6530 1.0 0.4614833
6531 1.0 0.6479591
6532 1.0 0.50821203
6533 1.0 0.33482334
6534 1.0 0.612901
6535 1.0 0.45195255
6536 1.0 0.801511
6537 1.0 0.4769357
6538 1.0 0.28133932
6539 1.0 1.1468424
6540 1.0 0.4962247
6541 1.0 0.1554469
6542 1.0 1.1185486
6543 1.0 0.42046684
6544 1.0 0.4833003
6545 1.0 0.4849209
6546 1.0 0.5471694
6547 1.0 0.4983266
6548 1.0 1.2505693
6549 1.0 0.7151967
6550 1.0 0.48639074
6551 1.0 0.68097436
6552 1.0 0.44614136
6553 1.0 0.48110506
6554 1.0 0.74335897
6555 1.0 0.30331483
6556 1.0 0.98209226
6557 1.0 1.2919707
6558 1.0 0.26262075
6559 1.0 0.6710907
6560 1.0 1.0427082
6561 1.0 0.41610903
6562 1.0 0.27286917
6563 1.0 0.48480302
6564 1.0 0.43131134
6565 1.0 0.48820168
6566 1.0 0.43612868
6567 1.0 0.33696434
6568 1.0 0.43274757
6569 1.0 0.38749346
6570 1.0 0.37049693
6571 1.0 0.46277067
6572 1.0 0.7078499
6573 1.0 0.29598632
6574 1.0 0.56355846
6575 1.0 0.2962011
6576 1.0 0.32659468
6577 1.0 0.289399
6578 1.0 0.4123743
6579 1.0 0.34926444
6580 1.0 0.39863908
6581 1.0 0.5807436
6582 1.0 0.54662865
6583 1.0 0.69302994
6584 1.0 0.2799427
6585 1.0 0.65903074
6586 1.0 0.8565564
6587 1.0 0.47966236
6588 1.0 0.5502908
6589 1.0 0.63314337
6590 1.0 0.50788444
6591 1.0 1.0427082
6592 0.0 1.0897701
6593 0.0 1.2755045
6594 0.0 1.4423724
6595 0.0 0.7862185
6596 0.0 0.49401298
6597 0.0 0.51589555
6598 0.0 0.30945122
6599 0.0 0.34003118
6600 0.0 0.72082806
6601 0.0 1.0760531
6602 0.0 1.1149664
6603 0.0 0.664571
6604 0.0 1.0640349
6605 0.0 0.64061534
6606 0.0 1.0799828
6607 0.0 1.3238156
6608 0.0 0.7847602
6609 0.0 1.636168
6610 0.0 0.60381603
6611 0.0 0.37106988
6612 0.0 1.2692869
6613 0.0 0.3815991
6614 0.0 1.1018977
6615 0.0 1.0400611
6616 0.0 1.1800444
6617 0.0 1.2802905
6618 0.0 0.506766
6619 0.0 0.85206383
6620 0.0 0.8588882
6621 0.0 1.249618
6622 0.0 0.9592523
6623 0.0 1.4495549
6624 0.0 0.76140547
6625 0.0 0.22936237
6626 0.0 1.2893248
6627 0.0 1.162591
6628 0.0 0.8021112
6629 0.0 0.6102525
6630 0.0 0.92073673
6631 0.0 1.2102165
6632 0.0 0.81356215
6633 0.0 0.28075486
6634 0.0 0.60607094
6635 0.0 1.0403275
6636 0.0 0.9093749
6637 0.0 0.7063994
6638 0.0 0.5123233
6639 0.0 0.59389704
6640 0.0 0.86182475
6641 0.0 0.58800685
6642 0.0 1.067344
6643 0.0 0.7231289
6644 0.0 1.3676779
6645 0.0 0.36096245
6646 0.0 1.0164942
6647 0.0 1.4230819
6648 0.0 0.69770396
6649 0.0 0.9181187
6650 0.0 0.96777683
6651 0.0 0.7716765
6652 0.0 0.33316213
6653 0.0 0.98885185
6654 0.0 0.5060117
6655 0.0 0.31992164
6656 1.0 0.45961955
6657 1.0 0.8546431
6658 1.0 0.30941004
6659 1.0 0.87068087
6660 1.0 0.86241996
6661 1.0 0.51288956
6662 1.0 0.45748618
6663 1.0 1.0433197
6664 1.0 0.44305
6665 1.0 0.65678144
6666 1.0 0.4003749
6667 1.0 0.5771636
6668 1.0 0.18659316
6669 1.0 0.23728183
6670 1.0 0.34969816
6671 1.0 0.34384203
6672 1.0 0.5282787
6673 1.0 1.2200389
6674 1.0 0.1694776
6675 1.0 0.26663476
6676 1.0 0.36989018
6677 1.0 0.27624446
6678 1.0 0.2526491
6679 1.0 0.4863921
6680 1.0 0.81590927
6681 1.0 0.46483156
6682 1.0 0.85446095
6683 1.0 0.36100656
6684 1.0 0.45006338
6685 1.0 0.5113191
6686 1.0 1.0939912
6687 1.0 0.47216383
6688 1.0 0.6454363
6689 1.0 0.42701313
6690 1.0 0.3837942
6691 1.0 0.54646367
6692 1.0 0.16259648
6693 1.0 0.6455045
6694 1.0 0.8232327
6695 1.0 0.6322389
6696 1.0 0.3342581
6697 1.0 0.6803881
6698 1.0 0.29442066
6699 1.0 0.13108915
6700 1.0 0.31469792
6701 1.0 0.53308797
6702 1.0 1.0617497
6703 1.0 0.6909169
6704 1.0 0.18942052
6705 1.0 0.24736318
6706 1.0 0.541879
6707 1.0 0.28370798
6708 1.0 0.51288843
6709 1.0 0.44482833
6710 1.0 0.58547986
6711 1.0 0.60028344
6712 1.0 0.92035615
6713 1.0 0.6561788
6714 1.0 0.38840464
6715 1.0 0.19074558
6716 1.0 0.396288
6717 1.0 0.30237028
6718 1.0 0.6784735
6719 1.0 0.37298292
6720 0.0 1.2276834
6721 0.0 0.7826819
6722 0.0 0.700331
6723 0.0 0.8884425
6724 0.0 1.0624003
6725 0.0 1.0902653
6726 0.0 0.40835652
6727 0.0 0.8641736
6728 0.0 0.71202403
6729 0.0 1.2871622
6730 0.0 0.79172796
6731 0.0 0.6458159
6732 0.0 0.5629824
6733 0.0 0.27543432
6734 0.0 1.106733
6735 0.0 0.89424753
6736 0.0 0.6785901
6737 0.0 0.93584335
6738 0.0 0.47785383
6739 0.0 0.6451045
6740 0.0 1.0261031
6741 0.0 1.8498312
6742 0.0 1.0652027
6743 0.0 0.32341576
6744 0.0 0.30947286
6745 0.0 0.7907545
6746 0.0 0.5197958
6747 0.0 0.5959879
6748 0.0 0.92089176
6749 0.0 1.4173504
6750 0.0 1.0511771
6751 0.0 0.70688164
6752 0.0 0.5335619
6753 0.0 0.6726213
6754 0.0 0.6269515
6755 0.0 0.984869
6756 0.0 0.9080862
6757 0.0 1.0129659
6758 0.0 1.0308872
6759 0.0 0.40731987
6760 0.0 0.5463463
6761 0.0 0.6435222
6762 0.0 1.0651698
6763 0.0 1.075693
6764 0.0 0.3680764
6765 0.0 0.62863374
6766 0.0 0.32197353
6767 0.0 1.1846462
6768 0.0 0.268454
6769 0.0 0.89748293
6770 0.0 0.5959877
6771 0.0 0.8860506
6772 0.0 1.0973667
6773 0.0 0.31198928
6774 0.0 1.0583767
6775 0.0 0.45802745
6776 0.0 0.4720541
6777 0.0 0.53485763
6778 0.0 0.5972164
6779 0.0 0.37316442
6780 0.0 1.5532489
6781 0.0 0.5011021
6782 0.0 0.9054122
6783 0.0 0.67008877
6784 1.0 0.59747434
6785 1.0 0.5858497
6786 1.0 0.6466392
6787 1.0 0.2854726
6788 1.0 0.42088053
6789 1.0 0.7200796
6790 1.0 0.29433933
6791 1.0 0.5119861
6792 1.0 0.37891477
6793 1.0 0.8742671
6794 1.0 0.30331483
6795 1.0 0.6201105
6796 1.0 0.7175856
6797 1.0 0.32819209
6798 1.0 0.9487883
6799 1.0 0.3465177
6800 1.0 0.32592672
6801 1.0 0.45633847
6802 1.0 0.864916
6803 1.0 0.6730832
6804 1.0 0.3605973
6805 1.0 0.2558595
6806 1.0 0.68151987
6807 1.0 0.20607512
6808 1.0 0.29915854
6809 1.0 0.26349822
6810 1.0 0.41812325
6811 1.0 0.36536205
6812 1.0 0.41021705
6813 1.0 0.63196236
6814 1.0 0.47048092
6815 1.0 0.74801993
6816 1.0 0.4333468
6817 1.0 0.43131456
6818 1.0 0.5775191
6819 1.0 0.73301667
6820 1.0 1.1790586
6821 1.0 0.46483156
6822 1.0 0.40908077
6823 1.0 0.56281966
6824 1.0 0.42728966
6825 1.0 0.8501723
6826 1.0 0.4610084
6827 1.0 0.60028344
6828 1.0 0.6355092
6829 1.0 0.41956457
6830 1.0 0.2743907
6831 1.0 0.7519259
6832 1.0 0.6365038
6833 1.0 0.39655158
6834 1.0 0.4129349
6835 1.0 0.59747434
6836 1.0 0.2573943
6837 1.0 0.86024076
6838 1.0 0.28626847
6839 1.0 1.0567831
6840 1.0 0.8957856
6841 1.0 0.31308383
6842 1.0 0.44802317
6843 1.0 0.23299178
6844 1.0 0.21212392
6845 1.0 0.4964146
6846 1.0 0.44790456
6847 1.0 0.64313406
6848 0.0 0.9416219
6849 0.0 0.676024
6850 0.0 0.59845835
6851 0.0 0.6936227
6852 0.0 0.44183138
6853 0.0 0.40701157
6854 0.0 1.2548454
6855 0.0 0.88743716
6856 0.0 0.6570867
6857 0.0 0.36096898
6858 0.0 0.38270804
6859 0.0 0.7197127
6860 0.0 1.2196295
6861 0.0 0.3933328
6862 0.0 0.46838203
6863 0.0 0.95351267
6864 0.0 0.5350218
6865 0.0 0.68215233
6866 0.0 1.1054628
6867 0.0 0.9938543
6868 0.0 0.9050465
6869 0.0 1.2675954
6870 0.0 1.1261814
6871 0.0 0.65911025
6872 0.0 1.217562
6873 0.0 0.17649333
6874 0.0 0.5068021
6875 0.0 1.172887
6876 0.0 0.5487722
6877 0.0 0.8873689
6878 0.0 0.7028423
6879 0.0 1.1497239
6880 0.0 0.75670207
6881 0.0 1.1500726
6882 0.0 0.77612084
6883 0.0 1.3130938
6884 0.0 0.77535456
6885 0.0 0.4233827
6886 0.0 0.39502978
6887 0.0 0.9917705
6888 0.0 0.40805823
6889 0.0 1.2436126
6890 0.0 0.4129015
6891 0.0 0.7547585
6892 0.0 0.9576624
6893 0.0 1.2051351
6894 0.0 0.39537558
6895 0.0 1.3205314
6896 0.0 0.81216615
6897 0.0 1.2138335
6898 0.0 0.6984059
6899 0.0 0.88183254
6900 0.0 0.2708802
6901 0.0 0.80499023
6902 0.0 0.52542907
6903 0.0 0.519473
6904 0.0 1.1725665
6905 0.0 1.4914778
6906 0.0 0.6420676
6907 0.0 1.053089
6908 0.0 1.1275269
6909 0.0 0.5724003
6910 0.0 1.3932097
6911 0.0 0.8343932
6912 1.0 0.36702362
6913 1.0 0.4105537
6914 1.0 0.5334627
6915 1.0 0.8352335
6916 1.0 0.5273966
6917 1.0 0.63066083
6918 1.0 0.29200014
6919 1.0 0.29853338
6920 1.0 0.40546092
6921 1.0 0.74801993
6922 1.0 0.7461684
6923 1.0 1.2955228
6924 1.0 0.36638442
6925 1.0 0.25795618
6926 1.0 0.5087328
6927 1.0 0.84056795
6928 1.0 0.3655689
6929 1.0 0.7630738
6930 1.0 0.4133092
6931 1.0 0.52739614
6932 1.0 0.32385364
6933 1.0 0.601587
6934 1.0 0.84760076
6935 1.0 0.7117662
6936 1.0 0.20146632
6937 1.0 0.5858497
6938 1.0 0.5438925
6939 1.0 0.60840666
6940 1.0 0.6466361
6941 1.0 0.69155574
6942 1.0 0.46139762
6943 1.0 0.30909246
6944 1.0 0.6240562
6945 1.0 1.0142215
6946 1.0 0.40017983
6947 1.0 0.21837589
6948 1.0 0.43869612
6949 1.0 0.21310304
6950 1.0 0.47966236
6951 1.0 0.33288053
6952 1.0 0.4523922
6953 1.0 0.16145882
6954 1.0 0.3766531
6955 1.0 0.60707736
6956 1.0 0.52373207
6957 1.0 0.31699857
6958 1.0 0.35160166
6959 1.0 0.5894411
6960 1.0 0.2831589
6961 1.0 0.25984448
6962 1.0 0.507881
6963 1.0 0.28344327
6964 1.0 1.0142215
6965 1.0 0.44790456
6966 1.0 0.3289937
6967 1.0 0.88067895
6968 1.0 0.84736335
6969 1.0 0.68452257
6970 1.0 0.86142004
6971 1.0 0.4088905
6972 1.0 0.6444321
6973 1.0 0.3250548
6974 1.0 0.6222083
6975 1.0 0.37272272
6976 0.0 0.75472814
6977 0.0 1.0062611
6978 0.0 1.2517533
6979 0.0 0.7961513
6980 0.0 0.6871594
6981 0.0 0.6562492
6982 0.0 1.1205139
6983 0.0 1.2263839
6984 0.0 0.6983518
6985 0.0 1.1648146
6986 0.0 0.6199517
6987 0.0 1.0389068
6988 0.0 0.7951744
6989 0.0 0.84878206
6990 0.0 0.51489675
6991 0.0 1.1822224
6992 0.0 1.243636
6993 0.0 1.0139798
6994 0.0 1.0644212
6995 0.0 1.2025626
6996 0.0 0.77265203
6997 0.0 1.0846978
6998 0.0 0.6268185
6999 0.0 0.6889695
7000 0.0 1.1249086
7001 0.0 1.157418
7002 0.0 0.6811212
7003 0.0 0.87610656
7004 0.0 0.599122
7005 0.0 0.6708552
7006 0.0 0.80632985
7007 0.0 0.70557845
7008 0.0 0.8373375
7009 0.0 0.9724954
7010 0.0 0.5512252
7011 0.0 0.6996949
7012 0.0 0.8181114
7013 0.0 0.851067
7014 0.0 0.5384034
7015 0.0 0.4953401
7016 0.0 1.0322706
7017 0.0 1.1935598
7018 0.0 0.8481179
7019 0.0 0.8359849
7020 0.0 1.0476525
7021 0.0 1.2754222
7022 0.0 0.51641333
7023 0.0 0.6456098
7024 0.0 0.9070838
7025 0.0 1.5329053
7026 0.0 0.5270946
7027 0.0 1.2479781
7028 0.0 0.41930827
7029 0.0 0.73226106
7030 0.0 1.1768903
7031 0.0 0.8811061
7032 0.0 1.1187301
7033 0.0 1.082432
7034 0.0 0.29848278
7035 0.0 0.5855399
7036 0.0 0.70446455
7037 0.0 0.8026605
7038 0.0 1.028344
7039 0.0 1.0021434
7040 1.0 0.762496
7041 1.0 0.17585285
7042 1.0 0.42468444
7043 1.0 0.71045125
7044 1.0 0.40104374
7045 1.0 0.30237028
7046 1.0 0.20855284
7047 1.0 0.20855133
7048 1.0 0.3781463
7049 1.0 0.32415047
7050 1.0 0.36250168
7051 1.0 0.23968732
7052 1.0 0.17585285
7053 1.0 1.0843492
7054 1.0 0.9741375
7055 1.0 0.2082077
7056 1.0 0.33482334
7057 1.0 0.54646295
7058 1.0 0.7932406
7059 1.0 0.8294299
7060 1.0 0.73595446
7061 1.0 0.599458
7062 1.0 0.21568371
7063 1.0 0.6244231
7064 1.0 0.43543702
7065 1.0 0.22792485
7066 1.0 0.61044794
7067 1.0 0.53020453
7068 1.0 0.4700977
7069 1.0 0.305871
7070 1.0 0.5471147
7071 1.0 0.33505124
7072 1.0 0.58290035
7073 1.0 0.8356172
7074 1.0 0.716013
7075 1.0 1.1593957
7076 1.0 0.30237156
7077 1.0 0.6181872
7078 1.0 0.49517944
7079 1.0 0.7382649
7080 1.0 0.6733472
7081 1.0 0.70720905
7082 1.0 0.5306738
7083 1.0 0.7558134
7084 1.0 0.25227624
